"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","water_date","PRCP","SNOW"
"1881","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-03,2013-03-03,0.04,0
"1882","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-04,2013-03-04,0.01,0
"1883","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-05,2013-03-05,0.51,0
"1884","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-06,2013-03-06,0.75,0
"1885","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-07,2013-03-07,0.35,0
"1886","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-08,2013-03-08,0.02,0
"1887","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-09,2013-03-09,0,0
"1888","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-10,2013-03-10,0,0
"1889","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-11,2013-03-11,0.03,0
"1890","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-12,2013-03-12,0.01,0
"1891","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-13,2013-03-13,0,0
"1892","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-14,2013-03-14,0,0
"1893","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-15,2013-03-15,0.11,0
"1894","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-16,2013-03-16,0.04,0
"1895","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-17,2013-03-17,0.3,0
"1896","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-18,2013-03-18,0.02,0
"1897","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-19,2013-03-19,0.01,0
"1898","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-20,2013-03-20,0.86,0
"1899","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-21,2013-03-21,0.29,0
"1900","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-22,2013-03-22,0.21,0
"1901","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-23,2013-03-23,0.11,0
"1902","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-24,2013-03-24,0.01,0
"1903","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-25,2013-03-25,0,0
"1904","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-26,2013-03-26,0.03,0
"1905","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-27,2013-03-27,0.03,0
"1906","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-28,2013-03-28,0.04,0
"1907","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-29,2013-03-29,0.03,0
"1908","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-30,2013-03-30,0,0
"1909","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-03-31,2013-03-31,0,0
"1910","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-01,2013-04-01,0.03,0
"1911","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-02,2013-04-02,0.02,0
"1912","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-03,2013-04-03,0.01,0
"1913","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-04,2013-04-04,0.19,0
"1914","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-05,2013-04-05,0.75,0
"1915","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-06,2013-04-06,0.56,0
"1916","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-07,2013-04-07,0.85,0
"1917","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-08,2013-04-08,0.23,0
"1918","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-09,2013-04-09,0.05,0
"1919","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-10,2013-04-10,0.05,0
"1920","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-11,2013-04-11,0.13,0
"1921","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-12,2013-04-12,0,0
"1922","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-13,2013-04-13,0.15,0
"1923","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-14,2013-04-14,0.19,0
"1924","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-15,2013-04-15,0.16,0
"1925","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-16,2013-04-16,0.17,0
"1926","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-17,2013-04-17,0,0
"1927","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-18,2013-04-18,0,0
"1928","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-19,2013-04-19,0.2,0
"1929","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-20,2013-04-20,0.27,0
"1930","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-21,2013-04-21,0.01,0
"1931","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-22,2013-04-22,0,0
"1932","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-23,2013-04-23,0,0
"1933","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-24,2013-04-24,0,0
"1934","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-25,2013-04-25,0,0
"1935","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-26,2013-04-26,0,0
"1936","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-27,2013-04-27,0,0
"1937","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-28,2013-04-28,0.02,0
"1938","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-29,2013-04-29,0.06,0
"1939","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-04-30,2013-04-30,0.03,0
"1940","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-01,2013-05-01,0,0
"1941","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-02,2013-05-02,0,0
"1942","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-03,2013-05-03,0,0
"1943","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-04,2013-05-04,0,0
"1944","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-05,2013-05-05,0,0
"1945","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-06,2013-05-06,0,0
"1946","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-07,2013-05-07,0,0
"1947","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-08,2013-05-08,0,0
"1948","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-09,2013-05-09,0,0
"1949","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-10,2013-05-10,0.01,0
"1950","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-11,2013-05-11,0,0
"1951","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-12,2013-05-12,0,0
"1952","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-13,2013-05-13,0.15,0
"1953","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-14,2013-05-14,0.03,0
"1954","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-15,2013-05-15,0.01,0
"1955","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-16,2013-05-16,0.14,0
"1956","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-17,2013-05-17,0.14,0
"1957","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-18,2013-05-18,0.02,0
"1958","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-19,2013-05-19,0.14,0
"1959","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-20,2013-05-20,0,0
"1960","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-21,2013-05-21,0.24,0
"1961","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-22,2013-05-22,1.29,0
"1962","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-23,2013-05-23,0.78,0
"1963","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-24,2013-05-24,0.31,0
"1964","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-25,2013-05-25,0.04,0
"1965","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-26,2013-05-26,0.31,0
"1966","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-27,2013-05-27,0.63,0
"1967","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-28,2013-05-28,0.41,0
"1968","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-29,2013-05-29,0.25,0
"1969","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-30,2013-05-30,0.07,0
"1970","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-05-31,2013-05-31,0.01,0
"1971","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-01,2013-06-01,0,0
"1972","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-02,2013-06-02,0.05,0
"1973","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-03,2013-06-03,0.01,0
"1974","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-04,2013-06-04,0,0
"1975","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-05,2013-06-05,0,0
"1976","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-06,2013-06-06,0,0
"1977","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-07,2013-06-07,0,0
"1978","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-08,2013-06-08,0,0
"1979","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-09,2013-06-09,0,0
"1980","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-10,2013-06-10,0,0
"1981","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-11,2013-06-11,0,0
"1982","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-12,2013-06-12,0,0
"1983","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-13,2013-06-13,0.18,0
"1984","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-14,2013-06-14,0.03,0
"1985","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-15,2013-06-15,0,0
"1986","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-16,2013-06-16,0,0
"1987","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-17,2013-06-17,0,0
"1988","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-18,2013-06-18,0.07,0
"1989","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-19,2013-06-19,0.08,0
"1990","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-20,2013-06-20,0.02,0
"1991","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-21,2013-06-21,0,0
"1992","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-22,2013-06-22,0,0
"1993","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-23,2013-06-23,0.15,0
"1994","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-24,2013-06-24,0.4,0
"1995","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-25,2013-06-25,0.6,0
"1996","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-26,2013-06-26,0.6,0
"1997","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-27,2013-06-27,0.01,0
"1998","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-28,2013-06-28,0,0
"1999","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-29,2013-06-29,0,0
"2000","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-06-30,2013-06-30,0,0
"2001","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-01,2013-07-01,0,0
"2002","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-02,2013-07-02,0,0
"2003","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-03,2013-07-03,0,0
"2004","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-04,2013-07-04,0,0
"2005","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-05,2013-07-05,0,0
"2006","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-06,2013-07-06,0,0
"2007","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-07,2013-07-07,0,0
"2008","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-08,2013-07-08,0,0
"2009","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-09,2013-07-09,0,0
"2010","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-10,2013-07-10,0,0
"2011","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-11,2013-07-11,0,0
"2012","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-12,2013-07-12,0,0
"2013","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-13,2013-07-13,0,0
"2014","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-14,2013-07-14,0,0
"2015","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-15,2013-07-15,0,0
"2016","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-16,2013-07-16,0,0
"2017","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-17,2013-07-17,0,0
"2018","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-18,2013-07-18,0,0
"2019","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-19,2013-07-19,0,0
"2020","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-20,2013-07-20,0,0
"2021","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-21,2013-07-21,0,0
"2022","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-22,2013-07-22,0,0
"2023","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-23,2013-07-23,0,0
"2024","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-24,2013-07-24,0,0
"2025","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-25,2013-07-25,0,0
"2026","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-26,2013-07-26,0,0
"2027","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-07-27,2013-07-27,0,0
"2028","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-05,2013-08-05,0.01,0
"2029","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-06,2013-08-06,0,0
"2030","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-07,2013-08-07,0.04,0
"2031","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-08,2013-08-08,0.04,0
"2032","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-09,2013-08-09,0.01,0
"2033","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-10,2013-08-10,0.04,0
"2034","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-11,2013-08-11,0.06,0
"2035","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-12,2013-08-12,0.01,0
"2036","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-13,2013-08-13,0,0
"2037","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-14,2013-08-14,0,0
"2038","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-15,2013-08-15,0.08,0
"2039","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-16,2013-08-16,0.09,0
"2040","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-17,2013-08-17,0.01,0
"2041","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-18,2013-08-18,0.01,0
"2042","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-19,2013-08-19,0,0
"2043","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-20,2013-08-20,0,0
"2044","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-21,2013-08-21,0,0
"2045","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-22,2013-08-22,0,0
"2046","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-23,2013-08-23,0.02,0
"2047","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-24,2013-08-24,0.01,0
"2048","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-25,2013-08-25,0,0
"2049","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-26,2013-08-26,0.03,0
"2050","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-27,2013-08-27,0.05,0
"2051","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-28,2013-08-28,0.01,0
"2052","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-29,2013-08-29,0.11,0
"2053","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-30,2013-08-30,0.48,0
"2054","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-08-31,2013-08-31,0.02,0
"2055","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-01,2013-09-01,0.01,0
"2056","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-02,2013-09-02,0.17,0
"2057","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-03,2013-09-03,0.01,0
"2058","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-04,2013-09-04,0,0
"2059","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-05,2013-09-05,0,0
"2060","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-06,2013-09-06,0.46,0
"2061","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-07,2013-09-07,0.01,0
"2062","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-08,2013-09-08,0.01,0
"2063","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-09,2013-09-09,0,0
"2064","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-10,2013-09-10,0,0
"2065","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-11,2013-09-11,0.01,0
"2066","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-12,2013-09-12,0.03,0
"2067","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-13,2013-09-13,0.02,0
"2068","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-14,2013-09-14,0.01,0
"2069","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-15,2013-09-15,0.1,0
"2070","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-16,2013-09-16,0.11,0
"2071","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-17,2013-09-17,0.12,0
"2072","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-18,2013-09-18,0.02,0
"2073","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-19,2013-09-19,0.01,0
"2074","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-20,2013-09-20,0,0
"2075","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-21,2013-09-21,0.81,0
"2076","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-22,2013-09-22,0.04,0
"2077","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-23,2013-09-23,0.5,0
"2078","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-24,2013-09-24,0.67,0
"2079","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-25,2013-09-25,0.85,0
"2080","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-26,2013-09-26,0.02,0
"2081","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-27,2013-09-27,0.01,0
"2082","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-28,2013-09-28,0.77,0
"2083","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-29,2013-09-29,1.29,0
"2084","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2013-09-30,2013-09-30,1.91,0
"2085","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-01,2013-10-01,0.01,0
"2086","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-02,2013-10-02,0,0
"2087","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-03,2013-10-03,0,0
"2088","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-04,2013-10-04,0,0
"2089","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-05,2013-10-05,0,0
"2090","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-06,2013-10-06,0,0
"2091","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-07,2013-10-07,0,0
"2092","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-08,2013-10-08,0.03,0
"2093","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-09,2013-10-09,0.02,0
"2094","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-10,2013-10-10,0.01,0
"2095","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-11,2013-10-11,0.21,0
"2096","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-12,2013-10-12,0.02,0
"2097","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2014-10-13,2013-10-13,0,0
